竈門,1290,1290,1500,名詞,固有名詞,人名,姓,*,*,竈門,カマド,カマド
禰豆子,1291,1291,1500,名詞,固有名詞,人名,名,*,*,禰豆子,ネズコ,ネズコ
炭治郎,1291,1291,1500,名詞,固有名詞,人名,名,*,*,炭治郎,タンジロウ,タンジロウ
西住,1290,1290,1500,名詞,固有名詞,人名,姓,*,*,西住,ニシズミ,ニシズミ
